"";"Peso(kg)";"Talla(mts)";"tallasentado(cms)";"Pli.Biceps";"Pli.Tric";"Pli.Subesca";"Pli.Crestailiaca";"pli.Supraespinal";"Pli.Abd";"Pli.Muslo";"Pli.Pantorrilla";"Peri.Brazorelax";"Peri.Brazoflex";"Peri.Cintura";"Peri.Cadera";"Peri.Pantorrilla";"Diam.Humeral";"Diam.Femoral";"wells1";"wells2";"wells3";"Dina.der1";"Dina.Izq1";"Dina.der2";"Dina.Izq2";"SaltoH1";"SaltoH2";"20mtetros1";"20mtetros2";"Agilidad1";"Agilidad2";"Leger";"Sexo";"Estrato";"Edad"
"132";31,1;1,415;73,5;6;9;5;12;6;8;10;5;18;19,5;56,1;72,1;26;5,8;9;3,5;3;4;12;10;12;11;120;132;4,44;4,28;12,63;12,72;3;"masculino";2;11
"133";56,2;1,448;73,2;17;22;35;35;28;35;31;18;29;29,7;80,5;90;34;6,7;9,5;-13;-12,5;-9,5;22;24;18;18;150;144;4,31;4,41;13,78;14,03;1;"masculino";2;12
"134";31,9;1,34;71,7;7;9;7;15;9;8;15;7;20,8;22,2;57,2;71;28,4;5,2;8,1;3,5;4,5;8;15;13;14;15;110;109;3,95;4,1;14,37;13,22;3;"masculino";3;10
"135";26,1;1,346;68,2;3;6;5;8;5;6;13;7;16,8;18,5;53;65,8;26,3;5,1;7,8;-2;1;1,5;10;8;10;8;138;128;3,97;4,09;12,56;12,13;3;"masculino";3;10
"136";29,5;1,462;74,2;3;8;4;5;4;6;9;5;17;18,8;56,2;66,5;25,3;5,5;8,5;-4,5;-6;-5;8;4;4;3;118;132;4,43;4,59;14,06;14,82;2;"masculino";3;12
"137";31;1,325;69,5;5;13;8;13;10;15;18;11;20,5;21,5;63,2;73;26,4;5,5;8;8;8,5;10,5;14;12;12;13;131;144;4,1;4,28;13,97;13,66;3;"masculino";3;10
"138";41,8;1,406;73;14;22;17;30;21;30;24;26;24,8;25,5;63,3;87;30,2;5,6;8;2;3,5;0,5;10;11;12;12;88;90;4,72;4,97;14,93;14,78;2;"femenino";2;10
"139";27,2;1,308;68;10;15;16;21;14;20;22;15;21,5;22,2;56,5;67,8;25,6;5,5;7,5;0;5;5,5;10;5;8;8;111;111;5,35;5,22;16;14,66;1,5;"femenino";2;9
"140";23,6;1,246;66;5;10;8;14;8;9;18;8;17,6;18;50;63,8;24,7;5;7,5;1;1;1,5;12;8;10;8;136;128;5,61;5,59;15,88;14,13;2;"femenino";2;9
"141";31,3;1,33;70;7;13;10;20;10;13;25;11;19,3;19,8;57,7;74;27,3;5,7;8,1;-4;0;-3,5;11;8;10;8;130;98;5,56;5,31;13,31;12,68;1,5;"femenino";2;9
"142";44,4;1,478;75,8;14;17;19;30;21;26;34;20;23,6;24,7;66,1;86,9;32;5,9;8,9;4,5;3;2,5;22;16;18;12;115;130;4,37;4,69;13,38;12,88;2;"femenino";3;11
"143";45,6;1,434;76;16;20;25;35;31;41;30;33;25,5;26;70,4;88,8;32;5,7;8,9;-2;-2,5;-2;14;15;12;12;138;129;4,75;4,81;15,41;14,6;2;"masculino";3;10
"144";42,2;1,445;72,4;8;17;13;26;15;18;20;18;23,2;23,8;61,1;81,5;32,3;5,6;8,7;6;7;8;12;12;14;11;120;118;5,06;5,03;13,65;14,32;1;"femenino";3;10
"145";37,1;1,338;70;10;18;14;16;13;22;30;16;23,1;23,5;66;81,7;28,3;5,6;8;-0,5;1,5;3;8;10;12;11;110;121;5,28;5,15;15,34;14,91;1;"masculino";3;11
"146";26,2;1,341;69,1;8;10;8;11;8;13;19;14;18,5;18,8;54,8;68;26;4,8;7,6;6;6,5;4,5;4;2;4;2;140;147;4,68;4,69;13,63;13,78;2,5;"femenino";2;10
"147";34;1,35;69,2;10;21;15;25;15;22;23;16;20,9;21,5;61,9;74,4;28,4;4,8;7,4;-2;-1,5;-1;3;10;7;8;93;99;5,43;5,18;15,72;16,65;1;"femenino";3;8
"148";23,7;1,221;63,5;6;9;6;16;10;13;13;10;18;18,4;53,3;64,5;24,2;4,2;6,8;6;4;2,5;7;2;4;3;100;80;5,37;5,44;16,59;15;2;"femenino";2;8
"149";34,8;1,379;74,2;10;13;9;19;12;19;21;11;21,3;22;59,6;70,3;27,9;4,9;8,2;11,5;11,5;13;12;14;12;14;114;118;4,75;4,9;13,28;14,82;1;"masculino";3;9
"150";33,6;1,384;74;11;17;10;16;14;17;20;14;21,6;23,3;60,5;72,2;28,7;5,1;8;2;3,5;3,5;18;16;19;16;155;150;4,13;4,56;13,37;13,13;1,5;"masculino";2;9
"151";24,2;1,3;69,1;5;7;4;6;4;6;12;7;16,3;18,4;50;63,5;24,1;4,9;7,6;0,5;5;9;10;4;10;9;131;135;4,31;4,34;13,03;12,34;4;"masculino";2;9
"152";45;1,45;75;13;22;17;29;22;26;22;22;25;25;72,1;79,6;31,2;5,4;8,4;-12;-8,5;-8,5;9;11;11;12;127;123;4,69;4,71;13,44;13,94;2;"masculino";3;10
"153";32,4;1,411;73;6;10;8;10;6;14;19;11;20,7;22;56,6;73;29,5;6;8,5;6;8;10,5;14;14;11;9;118;121;4,41;4,48;15,85;14,22;2;"femenino";1;11
"154";51,6;1,446;75,3;12;24;21;24;30;24;34;22;27,8;28,6;75,2;91,3;33;5,8;8,9;3;4;7,5;18;16;12;14;131;136;4,84;5,37;15,18;15,03;2;"femenino";3;11
"155";39;1,468;76,4;6;10;9;14;9;12;14;9;22;21,5;64,5;81,5;29;5,9;8,4;2;5;8,5;18;20;16;16;153;157;4,34;4,63;14,65;14,41;2;"femenino";3;10
"156";33;1,4;73;6;9;5;8;6;8;18;10;20;20,5;60;73;26;5,5;8;-2,5;-4,5;-5,5;10;8;8;10;80;105;4,62;4,71;15,82;14,13;2;"femenino";2;11
"157";32,4;1,33;69,5;8;12;10;18;10;13;22;13;21,3;21,7;60,1;74,3;27,5;5,5;8,1;6;5;2;12;12;12;12;100;111;4,84;5,21;14,4;13,97;2;"masculino";3;10
"158";40,2;1,365;70,2;14;24;17;36;26;32;25;17;25,5;26;67,2;82,5;29,5;5,7;8,1;-0,5;-0,5;1,5;8;10;8;10;80;70;5,43;6,1;16,79;17,07;1;"masculino";3;10
"159";31,7;1,38;71;12;16;18;35;17;34;26;12;20,8;21,3;62,8;71,5;25,1;5,4;7,7;-14;-15,5;-12;9;9;8;8;120;121;4,72;4,62;14,78;13,75;2;"femenino";3;11
"160";32,2;1,366;68,5;10;12;8;17;8;11,5;13;11;20,5;22,1;63,3;72;27;5,4;8,3;-13;-12,5;-12,5;12;10;9;9;141;133;4,28;5,03;14,25;14,25;3;"masculino";3;8
"161";26,2;1,308;67;7;10;6,5;10;6,5;8;13;9;17,1;17,6;56;67,3;24,4;5,1;7,6;-4;-4,5;-0,5;4;5;4;5;114;132;4,34;4,87;13,97;13,5;3;"masculino";2;10
"162";33,9;1,35;69,5;3;12;7;13;6;10;15;9;21,3;22,7;59,5;73,4;29;5,8;8,9;5,5;8;8,5;18;14;12;16;119;139;4,56;4,7;13,81;13,5;3;"masculino";2;9
"163";24,3;1,325;70;10;8;5;9;5;8;12;7;16,8;17;50,5;63,4;24,2;5;7,6;-5;-3,5;-3;10;2;9;7;94;111;4,84;4,62;14,84;13,5;5;"masculino";3;9
"164";43,9;1,433;71;17;22;26;40;30;35;27;28;23,5;24,7;74,5;83,8;31,3;5,7;8,6;-1,5;-1;-1;10;8;10;8;82;90;5,44;5,96;15,88;16,59;1;"femenino";3;9
"165";41,7;1,456;77;13;16;11;26;14;24;20;14;23,6;24,7;60;81,7;31,7;6,1;8,6;7;9;9;10;12;13;16;118;120;4,57;4,44;16,56;15,03;2;"femenino";2;9
"166";23,1;1,245;63,2;5;9;6;11;6;9;10;6;17,5;18,3;54,8;61;23,2;5,2;7,7;-7;-4;-2;8;10;7;8;99;105;4,65;4,72;13,75;13,57;4,5;"masculino";3;9
"167";21,7;1,258;64;4;7;5;6;4;5;9;6;16,4;18;51;61,6;22,4;5,1;7,6;-1;-0,5;0;9;8;7;7;45;33;5,53;5,07;14,37;14,22;3;"masculino";2;8
"168";31,1;1,269;66;10;18;10;19;14;20;16;12;20,3;20,7;67,5;72,8;26,5;5,6;7,8;2;4;4,5;10;10;10;10;123;124;5,09;5,19;14,03;14,25;2;"masculino";2;8
"169";49,1;1,389;73,9;18;22;25;36;35;40;31;22;27;27,7;79;87,3;31,8;6,4;9;-8;-3;-1;12;14;10;13;98;95;4,88;5,18;16,81;16,32;1;"masculino";2;11
"170";27,3;1,291;69,5;5;11;6;11;8;7;14;8;19,8;20,4;55,3;79;26,6;5,5;8,2;5,5;8,5;8,5;4;4;4;4;78;92;4,56;4,66;14,62;14,34;2;"masculino";3;6
"171";28;1,202;64;8;16;12;21;15;22;20;16;20,2;21;59,4;70,2;26,6;5,2;7,7;-2,5;2;1;4;2;2;3;97;102;5,87;5,34;14,62;15,94;1;"masculino";3;6
"172";41,9;1,305;70;16;21;27;40;22;33;33;20;24;25;72,5;80,5;32,8;5,7;9,1;2,5;2,5;2,5;16;14;14;12;104;105;5,29;5,69;17,16;15,5;1,5;"masculino";3;8
"173";40,8;1,433;74,3;5;8;8;11;8;13;12;9;22,3;23,8;64,2;80,5;31,5;6,3;9,5;-1,5;-3;-3;14;13;14;15;160;160;3,87;3,78;12,03;11,97;5;"masculino";2;10
"174";32,3;1,438;73,4;6;13;9;8;14;16;11;12;20,9;21,7;57,5;71,7;27,5;5,5;8,4;-3,5;2;1;18;14;15;14;144;144;4,44;4,5;12,84;12,75;2,5;"masculino";3;11
"175";20,9;1,14;62;6;13;8;10;7;10;14;7;18;18,4;51,8;61,8;24,5;4,9;7,5;10;11;10;7;8;8;7;119;128;5,34;5;14,48;14,4;1,5;"masculino";3;6
"176";30,1;1,466;73,8;5;9;6;9;5;9;16;11;16,9;18,4;56,1;71;25,2;5,7;8,1;-10,5;-6,5;-8;11;8;10;5;129;120;4,46;4,66;13,65;13,57;2;"masculino";2;10
"177";28,8;1,274;67,2;4;11;6;9;6;10;15;12;20,2;21,4;56,5;69,3;26,5;5,7;8,1;0,5;6,5;6,5;12;9;9;7;122;119;5,09;4,83;14,13;13,91;3;"masculino";3;8
"178";23,5;1,21;63,3;6;11;7;12;7;8;15;12;17;17,4;56,5;62,8;24,5;4,9;7,6;6;6;8;11;9;7;7;128;120;4,87;4,79;13,03;12,97;4,5;"masculino";2;7
"179";33;1,45;72,9;4;13;7;9;5;10;14;9;20;21,3;56,5;71;26,6;5,6;8,7;-6;-2;1;12;14;12;12;150;142;4,47;4,41;12,28;11,78;6,5;"masculino";2;12
"180";28,8;1,353;69,5;6;8;6;13;11;8;11;6;19,5;21;58,6;67;24,7;5,5;8;-2;1,5;2;14;14;16;14;138;153;4,32;4,09;12,18;11,97;6,5;"masculino";2;12
"181";31,5;1,386;73,8;3;7;6;8;4;8;12;8;19;20,5;56;71;25,8;5,7;8,4;7,5;9;6,5;12;15;12;15;132;140;3,91;3,84;11,56;10,94;5;"masculino";2;10
"182";34,3;1,438;73,4;7;10;7;8;5;8;15;10;20,6;22,7;57,2;70,8;27,8;5,5;8,7;-7;-3;-6;18;20;16;18;140;138;3,91;3,97;12,03;11,16;8,5;"masculino";2;13
"183";70,5;1,627;85,5;12;21;18;24;23;27;31;27;31;31,5;80,6;104,4;37,1;6,5;9,4;-9;-9,5;-7;32;34;30;29;120;110;4,81;4,28;12,75;12,82;3,5;"femenino";2;13
"184";51,7;1,658;85,1;5;10;9;15;10;14;12;12;24,3;25,5;65,5;86,1;33,2;6,4;9,6;-5;-4,5;-2,5;24;26;26;22;109;126;3,81;4,06;11,5;11,81;5;"masculino";3;12
"185";29,7;1,462;70,5;3;5;5;4;4;6;7;5;17,2;19,5;54;66;24,7;5,5;8,2;-2;-2;1;20;16;18;16;172;177;3,75;3,41;13,63;11,09;7;"masculino";2;11
"186";30,6;1,34;68,3;5;11;7;11;7;11;16;12;19,5;20;56,1;74;27,1;5,2;7,3;0,5;4;4,5;10;16;10;12;150;151;4,75;4,53;14,25;15,03;2;"femenino";2;9
"187";29,6;1,279;66,5;13;16;14;21;18;20;21;18;20;20,5;60,5;73;26,9;4,8;7,2;2;3;6;4;3;4;4;96;93;4,81;4,97;15,47;15,31;1;"femenino";2;8
"188";24,2;1,246;64,7;7;13;7;12;8;12;25;15;17,4;18,3;52;68,9;25;4,4;6,6;2;1,5;3;2;3;3;2;90;88;5,22;5,23;15,97;15,41;2;"femenino";3;9
"189";32,6;1,455;74,2;8;13;6;20;13;15;21;17;19,2;20,7;54;72,6;27,2;5,1;7,4;-14;-14,5;-13,5;10;12;8;8;73;73;5,1;5,09;14,85;14,63;2;"femenino";3;9
"190";25,5;1,274;64,2;5;12;8;14;9;13;18;12;18,8;18,5;55,5;68;25,2;4,7;7;-10;-5,5;-4;10;10;12;10;111;108;4,97;4,82;15,31;14,68;2;"femenino";3;7
"191";37,2;1,338;69,1;12;20;16;31;20;25;25;14;23,5;23,4;65,5;78,4;29;4,2;7,2;-11;-8;-4;12;10;8;10;15;99;5,28;4,97;15,1;15,47;1;"femenino";3;10
"192";28,8;1,373;72,8;5;10;8;7;5;7;11;10;18,5;19,4;54,6;67;26,5;4,7;7,8;-2;1,5;4;8;4;10;4;120;118;4,37;4,82;15,16;14,06;2;"femenino";2;10
"193";39,2;1,465;74;7;12;7;18;11;14;13;12;21,5;22,5;64,3;80,5;27,8;5,1;7,9;-8,5;-5,5;-3,5;18;16;16;12;116;116;4,78;4,91;14,03;13,9;2;"femenino";2;11
"194";38,8;1,528;80,6;5;8;6;12;8;10;18;11;19,5;20,9;59,3;74,6;30,5;5,7;9,2;-10;-7,5;-7,5;18;12;16;14;129;124;4,07;4,13;12,31;12,31;2;"masculino";2;11
"195";26,4;1,272;67,2;5;9;5;8;5;7;14;9;18;19,3;54,2;67,5;26,5;5,4;8,5;-9;-3;-2;10;12;11;9;138;139;4,25;4,97;13,59;13,78;3;"masculino";3;8
"196";27,5;1,284;66;5;6;5;7;4;6;8;8;18,4;20,3;60,2;64;26,7;5;8,1;-3;-2;-0,5;9;12;12;14;113;130;4,65;4,78;14,94;13,6;3;"masculino";3;9
"197";42,8;1,368;72,8;11;22;18;29;20;26;31;24;23,5;24,4;69,6;85,2;32,1;5,4;8,6;-4,5;-3;-0,5;10;4;10;6;96;107;5;5,13;13,72;14,03;2;"masculino";2;10
"198";37,8;1,348;68,3;8;18;15;21;20;21;25;16;22,9;24;63,3;76,6;29,4;4,9;7,9;-4;-4,5;-1;16;14;12;13;80;97;4,7;4,69;13,25;13,97;1;"femenino";3;9
"199";25,3;1,35;68,1;3;6;4;5;4;6;9;7;18,3;19,3;56;63,7;23,8;4,9;7,1;-5,5;-7;-6;9;10;10;9;114;112;4,53;4,78;14,03;13,03;2;"masculino";3;10
"200";56,2;1,519;78,6;16;16;22;34;34;27;25;19;27,5;27,5;86;84,4;32;6,4;9,6;-14;-14;-13,4;14;10;14;10;102;121;4,78;4,81;14,47;13,91;1;"masculino";3;9
"201";47,2;1,374;72,1;17;21;23;25;26;26;32;16;26,9;25,5;79,3;86;31,9;4,8;7,1;-9;-9;-5;2;2;2;3;114;92;5,06;4,88;14,72;14,06;1;"femenino";2;10
"202";29,5;1,394;72,4;4;5;5;6;3;4;7;4;19;19,8;54,3;65;25,4;5,1;7,9;1;1;1,5;14;13;12;13;138;138;4,84;4,97;14,09;13,46;3;"masculino";3;9
"203";25,3;1,27;66,8;6;12;7;12;7;11;10;11;18,6;20,3;54,3;63,6;25,4;4,8;7,6;3;5;7,5;11;11;12;9;150;161;4,47;4,38;12,84;12,97;3;"masculino";2;8
"204";26,1;1,266;65,3;8;13;10;15;11;15;19;10;18,1;19;56,6;68,2;25,1;4,8;7,2;-4;-2;2;5;3;5;2;105;112;5,03;5,34;13,75;13,97;2;"femenino";3;9
"205";27,8;1,336;68,2;3;7;6;5;4;6;10;7;17;19;53;65,6;26,9;5,1;8,2;-2,5;0,5;4,5;14;14;17;15;100;132;4,12;4;13,07;12,06;3,5;"masculino";3;9
"206";29,9;1,316;66;9;14;8;17;10;15;17;12;19,3;20,6;60;68;28,7;5;7,8;-4;-3;-2,5;10;10;8;8;125;114;4,47;4,59;13,72;13,75;3;"masculino";2;8
"207";49,1;1,549;80;6;14;9;19;13;20;19;11;24,8;25,7;66,1;84,2;32,7;6,5;9,6;4;3;3;28;26;24;26;140;140;4,31;4,19;12,75;11,53;3;"masculino";2;12
"208";53;1,583;81,5;5;11;9;13;8;11;16;10;24,3;25,4;70;87;34,4;6,2;9,8;2;3,5;5;26;26;26;22;180;175;3,65;3,72;11,59;10,94;7;"masculino";2;13
"209";31,4;1,366;69,7;5;9;6;11;5;11;13;10;19,3;20,9;57,7;71;28,8;5,9;8,6;0;4;4;14;14;12;12;150;149;4,03;4,1;11,57;11,47;3;"masculino";2;12
"210";29,9;1,402;73;6;9;5;6;4;8;14;9;18,3;19,2;56;66,6;27;5,6;8,1;-8,5;-7;-8,5;4;10;10;8;113;121;4,59;4,41;13,9;13,66;2;"masculino";2;11
"211";67,9;1,594;82;14;23;23;34;28;34;41;22;30;30,5;86,7;99,2;36,6;6,6;10;-20;-20;-20;16;22;20;12;131;140;5,03;5,47;15,78;16,06;1;"masculino";3;12
"212";47,5;1,422;75,5;14;25;16;28;20;28;38;22;27,2;28;71,7;87,8;34,1;6,1;9;-13;-13;-13;16;16;14;13;109;109;4,68;4,66;13,69;14,28;1;"masculino";3;11
"213";54,1;1,415;74,6;18;23;23;28;28;30;38;25;27,8;28,3;82,2;93,3;34,4;6,1;8,9;-8;-8;-8;16;16;16;12;92;89;5,41;5,38;15,45;14,66;2;"masculino";2;11
"214";41,4;1,496;79,5;7;10;8;20;15;17;17;12;23;24,1;58,5;82;32,8;6;9;12,5;14,5;16,5;20;20;16;19;136;150;4,47;4,5;12,34;12,65;1,5;"masculino";3;11
"215";28,6;1,36;69,4;7;13;8;12;8;12;18;11;19,7;21;57,1;67,6;25,2;5,4;7,8;1;3;-1;11;10;10;9;97;120;4,47;4,84;13,28;14,09;4;"femenino";3;10
"216";26,7;1,315;68,9;4;7;6;6;4;6;8;6;17,4;18,5;52,9;64,4;25,6;5,3;7,6;8;9;10;12;12;11;10;127;114;4,32;4,25;13,59;13,15;3,5;"masculino";2;11
"217";44,2;1,467;77,2;11;16;11;21;18;19;25;20;24,5;25,6;63;83,5;33,5;6,1;9;9;7,5;6,5;16;16;16;18;139;138;4,44;4,31;12,88;12,75;3,5;"masculino";2;11
"218";35,3;1,338;69;11;18;13;21;10;20;19;13;22,2;23,4;62,3;76,5;28,6;5,7;8,4;5;7;6,5;14;12;13;12;131;132;4,47;4,19;12,91;12,53;3;"masculino";2;10
"219";39,7;1,523;79,4;4;8;7;8;6;9;12;8;21;23,5;59;76,8;29,9;6,3;9;-3;-2,5;-1;26;24;20;18;144;156;4,03;3,78;13,66;13,22;5;"masculino";2;13
"220";31,4;1,389;73,5;12;12;15;14;10;19;20;8;19,3;20;59;73;26,2;5,4;8,5;2,5;5;9;10;11;11;10;120;105;5,34;5,37;15,03;15,84;2;"masculino";2;10
"221";60,2;1,525;78,5;16;25;25;25;28;28;31;23;31;31,2;73,5;98,7;37,7;6;9,3;-1,5;-3,5;-3,5;18;20;20;14;90;90;4,78;4,34;16,06;14,44;1;"femenino";3;12
"222";63,1;1,605;80,2;20;22;20;32;27;33;32;30;28,3;28,7;75,8;98,1;35,4;6,5;10;-3;1;0,5;23;23;18;21;90;90;5;4,75;14,84;13,94;1,5;"femenino";3;12
"223";36;1,487;74,1;5;12;8;18;12;17;17;12;21,1;21,6;56;77,8;29,4;5,7;7,9;-1;1;3;16;18;16;15;124;131;4,38;4,34;12,91;13;4,5;"femenino";3;13
"224";37,5;1,532;80,8;11;13;13;16;10;16;19;12;20,7;21,5;57,8;75,5;28,5;5,5;8,2;13;14;14,5;17;14;14;12;159;157;4,03;4,03;13,16;12,81;4,5;"femenino";3;10
"225";22;1,269;66;6;11;6;12;6;8;14;9;21;21,9;49;62;23;4,4;7;12;14,5;13,5;3;2;3;2;125;122;4,84;4,78;16,16;15;4;"femenino";3;10
"226";41,3;1,531;78;8;13;12;21;11;15;25;10;23,5;24;59,1;82,5;30,5;5,5;8,2;6,5;8,5;9;20;16;18;18;120;133;4,78;4,38;13,1;13,41;5;"femenino";2;14
"227";61,7;1,594;82;13;22;13;24;20;23;32;23;27,2;28,7;72,5;100,5;38,2;6;8,9;-4;-3,5;-1,5;24;18;16;18;140;138;4,28;3,78;12,44;12,88;2;"femenino";3;14
"228";50,9;1,628;86;5;12;13;16;10;15;22;12;23,7;24,5;67;86,5;29,7;6,6;9,4;9;8,5;8,5;25;28;24;25;152;170;3,97;3,84;12,69;12,16;6,5;"masculino";3;13
"229";67,5;1,656;82,6;10;19;14;30;20;29;34;24;28,6;29,7;81,4;98,7;37,2;6,4;9,8;-12;-9,5;-8,5;22;22;21;21;160;156;4,38;4,25;12,22;11,75;3;"masculino";2;13
"230";73,5;1,716;86;9;26;25;38;26;36;28;22;29,6;31,6;78;98,7;38,6;7,4;10,1;5;5,5;6,5;30;26;22;27;144;150;4,19;4,34;12,4;12,12;4;"masculino";3;14
"231";36,9;1,459;72,7;6;11;8;14;8;15;16;10;21,5;23,2;61,3;74,5;30;6,3;9,6;-6,5;-2,5;-3,5;22;24;24;24;145;145;4,06;4,28;12,06;12,35;6,5;"masculino";1;14
"232";73,6;1,664;87;8;18;14;28;20;21;24;16;29,7;30;81;101,5;39,7;7;10;4,5;6,5;7;24;27;29;25;138;138;4,25;4,09;12,15;12,19;4;"masculino";2;13
"233";61,1;1,593;81,2;10;18;18;28;23;24;30;22;27,2;28,6;79,5;93,5;34;7;9,2;-7;-6;-2,5;22;20;20;19;148;150;4,09;4,37;12;12,85;4,5;"masculino";3;13
"234";36,1;1,441;73,5;10;18;8;14;8;13;21;10;21,8;23;60,5;74,4;30,5;6;9;11;12;13;14;17;14;20;150;153;4,16;4,69;11,78;11,97;4;"masculino";2;13
"235";34,9;1,368;70,9;8;13;10;13;18;12;16;13;21,6;22,5;62,9;73,8;29;5,9;9;-2;-1,5;1;10;16;9;12;128;150;3,72;4,16;14,54;12,38;6;"masculino";4;10
"236";49,1;1,643;83,6;7;12;9;15;12;16;20;14;23,3;25;66,8;81,2;31,5;6,8;9,4;-2;1;-3,5;15;16;20;16;150;151;3,78;4,06;12;11,91;5,5;"masculino";2;14
"237";47,2;1,717;87,8;4;6;6;11;7;8;9;8;19,5;21,5;66,3;84,8;28,8;7;10;-18,5;-19;-18;20;15;19;14;110;122;4,5;4,2;12,75;12,81;2,5;"masculino";2;14
"238";51,8;1,504;75,9;15;23;19;35;33;41;22;17;27,2;27,8;73,8;89;34,5;6,4;9,5;-1,5;-3,5;-2;20;16;18;14;145;134;4,31;5;13,03;13,41;2,5;"masculino";3;13
"239";73,2;1,623;84;23;26;29;40;38;30;57;48;32,8;33,2;83,4;101,8;39,7;6,3;10;-6,5;-8;-8;14;18;16;14;112;113;5,15;5,22;14,59;12,94;1,5;"masculino";2;14
"240";71,6;1,592;84,5;21;24;36;42;38;34;52;34;31,3;31,8;99,7;98,4;39,7;6,5;10;-13,5;-11;-12,5;15;10;18;11;84;81;5,56;5,71;17,81;16,41;1;"masculino";2;14
"241";42,4;1,558;84;4;7;6;12;6;9;10;6;22,7;24;66,4;78,5;29,3;6,1;9,1;8,5;9,5;10;26;25;27;26;176;178;3,72;3,91;11,5;11,12;9;"masculino";2;14
"242";63,4;1,66;84;4;9;10;12;8;9;13;11;25,7;28,4;79,8;91,8;34;7,1;10,6;5;5,5;5,5;33;38;32;37;191;194;3,81;4;12,15;11,46;7,5;"masculino";2;13
"243";39,3;1,558;76,7;6;9;6;9;8;17;13;9;20,2;21,5;62,9;76,6;29,6;6;8,1;-6;-2;1,5;14;15;18;18;151;148;3,72;3,66;11,41;12,1;8;"masculino";1;13
"244";43,1;1,591;80,2;6;9;7;12;8;11;17;9;22,5;25,4;64,3;77,7;30,2;6,6;9;7;7,5;6;18;20;20;18;175;170;4,13;3,84;12;11,78;6;"masculino";3;14
"245";40,7;1,491;74,8;5;9;9;13;9;15;21;9;21;22,6;62,1;77,3;30,9;6,1;9,6;-14;-13;-12;19;17;19;20;155;152;4,13;3,94;12,06;12,16;5;"masculino";1;8
"246";51,5;1,588;81;6;11;8;18;13;17;19;11;24,5;26,2;70;82,5;33,7;6,9;10;2;6;2,5;23;20;24;20;155;165;4,25;4,41;12,04;11,5;5;"masculino";2;14
"247";37,7;1,499;78,1;4;8;6;7;6;9;11;7;21,2;23;58,8;75,1;28,9;6,5;9;1;2,5;3;20;22;16;16;163;172;4;4,28;11,72;11,44;5,5;"masculino";2;13
"248";36,7;1,404;70,1;11;17;11;14;8;17;21;11;21,1;22,2;67,2;74,8;31;6;8,9;-5,5;-7;-4;14;10;16;12;140;144;4,22;4,25;12,25;12,4;4,5;"masculino";3;13
"249";32,1;1,422;74,2;3;6;5;7;3;5;5;11;19,1;21,1;59,7;71,4;26;5,8;8,9;12;13;13,5;14;15;16;14;131;146;4,12;4,25;12,06;11,79;6;"masculino";1;13
"250";66;1,768;89,9;10;13;11;18;12;18;18;16;26,8;28,4;73,7;91,5;36;7;10,1;-4,5;-3,5;2;25;28;22;26;170;172;3,69;4,15;12;12,66;4,5;"masculino";2;14
"251";49,9;1,605;82,2;8;16;11;16;8;16;18;10;24,8;25,8;64,6;86;31,2;6,7;9,8;-3;-5;-7,5;26;20;20;22;177;183;3,69;3,78;12,25;12,32;6;"masculino";2;14
"252";30,4;1,4;70,4;3;6;5;6;5;6;9;6;19,2;21;56,2;66,8;28;5,6;8,4;1;2;4;20;20;15;19;178;186;3,71;3,84;11,31;11,43;4,5;"masculino";1;13
"253";52,4;1,599;82,5;6;14;11;18;13;15;18;11;24,6;25,9;71,5;90;34,4;6,5;9,6;-5;-3,5;-1;26;26;24;24;154;150;3,72;4,12;12,47;12,25;4;"masculino";1;14
"254";43,8;1,565;81,4;10;17;12;21;16;27;21;17;22,9;23,8;61,5;82,1;31,2;6,1;9,4;10,5;11;12;20;20;22;18;138;142;4,79;4,91;13,59;13,03;3;"masculino";2;14
"255";49,8;1,611;83,9;4;8;9;10;8;12;12;8;22,1;24,3;68,9;86;33,5;6,4;9,5;9,5;13;9;25;30;24;29;175;175;4,03;3,94;12,25;11,68;5;"masculino";4;9
"256";44;1,621;82,2;3;5;8;8;5;6;11;7;20,6;22,8;67;79;29,2;6,8;9,7;-1;1,5;2;18;16;18;15;121;153;3,81;3,91;12,34;11,78;4;"masculino";2;13
"257";22,3;1,2;62,8;4;8;5;7;4;7;10;7;17,3;18,6;51,4;60,4;24,3;5,4;7,4;2;1,5;3;5;4;8;4;100;96;5,34;5,32;15,82;15,25;1,5;"masculino";2;7
"258";32,4;1,304;69,8;12;16;16;20;16;21;18;12;22,5;23,2;64,2;74,1;26,7;5,6;8;-4;-10,5;-11;8;8;4;5;120;116;4,97;5,04;14,97;14,4;1,5;"masculino";2;8
"259";32,2;1,309;69,4;7;14;11;19;11;16;19;14;22;22,1;62,1;74;29,7;5,5;8;0;2;5,5;10;7;7;10;58;80;5,59;5,86;15,81;15,56;1;"femenino";2;NA
"260";36,3;1,262;68,3;11;18;20;24;19;19;31;22;23,4;24,4;69,4;80,2;30;5,6;8,5;9;9,5;8;10;8;13;12;115;102;5,16;5,12;14,44;14,4;2;"femenino";2;NA
"261";33,3;1,272;68,5;16;16;16;26;18;21;28;13;22,3;22,8;65,5;76,8;27,3;5,1;8;10;8,5;9;2;4;4;10;80;88;4,81;4,78;14,69;14,66;1,5;"femenino";3;6
